model,dataset,stage,layer,trace
cnn,IMAGENET100,FP32,conv1.weight,63.91782569885254
cnn,IMAGENET100,FP32,conv2.weight,374.8329422562211
cnn,IMAGENET100,FP32,conv3.weight,752.5115356445312
cnn,IMAGENET100,FP32,conv4.weight,127.5695307413737
cnn,IMAGENET100,FP32,fc1.weight,73.1715612411499
cnn,IMAGENET100,FP32,fc2.weight,69.8052399676779
cnn,IMAGENET100,PTQ,conv1.weight,677.1774694724161
cnn,IMAGENET100,PTQ,conv2.weight,2534.890070134943
cnn,IMAGENET100,PTQ,conv3.weight,1699.700390625
cnn,IMAGENET100,PTQ,conv4.weight,16.75318084043615
cnn,IMAGENET100,PTQ,fc1.weight,127.153508273038
cnn,IMAGENET100,PTQ,fc2.weight,104.60186258951823
cnn,IMAGENET100,QAT,conv1.weight,154.24616241455078
cnn,IMAGENET100,QAT,conv2.weight,1076.5938155011434
cnn,IMAGENET100,QAT,conv3.weight,984.627880859375
cnn,IMAGENET100,QAT,conv4.weight,8.774580989565168
cnn,IMAGENET100,QAT,fc1.weight,78.21580671227497
cnn,IMAGENET100,QAT,fc2.weight,79.25743052164714
resnet18_no_weights,IMAGENET100,FP32,conv1.weight,275.9570154650458
resnet18_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,449.4358490837945
resnet18_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,168.79188632965088
resnet18_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,257.9808309803838
resnet18_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,183.8214444478353
resnet18_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,736.8312749862671
resnet18_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,453.00477430555554
resnet18_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,373.29552052815757
resnet18_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,361.50347900390625
resnet18_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,366.3103245326451
resnet18_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,687.9468087861032
resnet18_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,665.2644875266335
resnet18_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,114.49345970153809
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,328.2726811000279
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,286.522705078125
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,935.9578465053013
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,973.5153299967448
resnet18_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,237.01048990885417
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,886.1702123181574
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,196.54501342773438
resnet18_no_weights,IMAGENET100,FP32,fc.weight,32.43877487182617
resnet18_no_weights,IMAGENET100,PTQ,conv1.weight,12297.4203125
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,2039.2028429754848
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,210.1922869001116
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,1102.8174438476562
