model,dataset,stage,layer,trace
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,127.78292346822805
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,4430.653314052484
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,205.12982940673828
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,514.0798561789773
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,549.9434971963205
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,111.67828750610352
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,1240.05419921875
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,344.77733993530273
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,80.8888442993164
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,681.4378063964843
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,106.04666046142579
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,1149.6374733664773
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,146.538134765625
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,96.03652143478394
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,510.9001998901367
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,0.7221824042499065
resnet18_no_weights,IMAGENET100,PTQ,fc.weight,42.28443463643392
resnet18_no_weights,IMAGENET100,QAT,conv1.weight,3006.2514578683035
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,389.07059825550425
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,59.60825742085775
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,339.9333190917969
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,32.95657341568558
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,1305.125473022461
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,61.39346386836125
resnet18_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,147.46042760213217
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,189.58519708542596
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,53.01630449295044
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,392.0379125716838
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,113.77500839233399
resnet18_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,30.316175231933595
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,236.16283638246597
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,70.59059350149973
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,397.58205621892756
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,62.467496151394315
resnet18_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,30.28882972399394
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,216.62374305725098
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,0.34181105132613865
resnet18_no_weights,IMAGENET100,QAT,fc.weight,25.196724799371534
resnet50_no_weights,IMAGENET100,FP32,conv1.weight,604.4801818847657
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,234.47421264648438
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,158.5690678187779
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv3.weight,155.4557916494516
resnet50_no_weights,IMAGENET100,FP32,layer1.0.downsample.0.weight,246.27670669555664
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,1.6999738931655883
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,34.54215147972107
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv3.weight,13.181084665758856
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv1.weight,6.96015115454793
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv2.weight,41.69736271208905
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv3.weight,31.95349791844686
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,52.75462902293486
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,304.9450213114421
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv3.weight,93.21000700730544
resnet50_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,184.93407881887336
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,12.882216930389404
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,116.14427238598205
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv3.weight,35.36553335189819
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv1.weight,35.4779421488444
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv2.weight,103.49447002926388
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv3.weight,40.881045765346954
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv1.weight,42.46781697766534
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv2.weight,80.26841608683269
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv3.weight,42.529579162597656
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,404.3670935058594
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,243.46609157986111
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv3.weight,223.07388496398926
resnet50_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,443.34542064177685
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,22.409303784370422
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,104.24329948425293
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv3.weight,81.8651483323839
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv1.weight,26.964585795547023
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv2.weight,73.89412548667507
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv3.weight,78.04489974975586
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv1.weight,59.72559127807617
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv2.weight,144.03156180130807
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv3.weight,117.89607365926106
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv1.weight,89.99716631571452
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv2.weight,133.22089802135122
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv3.weight,98.46945408412388
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv1.weight,87.25676103071733
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv2.weight,141.43220242587003
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv3.weight,101.81595802307129
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,582.0313212076823
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,506.3368493652344
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv3.weight,475.04591252253607
resnet50_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,505.0326354980469
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,175.01282794658954
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,358.2482333713108
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv3.weight,263.9918240633878
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv1.weight,656.8124967876233
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv2.weight,550.207070090554
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv3.weight,149.63704572405135
resnet50_no_weights,IMAGENET100,FP32,fc.weight,32.22395947774251
resnet50_no_weights,IMAGENET100,PTQ,conv1.weight,11788.059216136664
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,189.87321159167166
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,218.73318672180176
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv3.weight,216.00012159347534
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.downsample.0.weight,230.71576054890951
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,220.7701233573582
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,35.12590267181397
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv3.weight,168.37017981211343
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv1.weight,116.9272415854714
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv2.weight,34.70124288166271
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv3.weight,34.18040859915993
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,51.4470029263883
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,142.35160217285156
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv3.weight,200.3056526184082
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,255.51764488220215
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,41.025189370820016
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,39.568802050181795
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv3.weight,61.86450365611485
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv1.weight,19.96127566924462
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv2.weight,26.517853355407716
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv3.weight,58.93864059448242
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv1.weight,30.052106645372177
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv2.weight,30.959537251790366
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv3.weight,59.03004619053432
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,264.1034507751465
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,153.98446146647134
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv3.weight,357.3874986436632
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,264.17039489746094
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,62.778467290541705
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,68.71269941329956
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv3.weight,147.27243041992188
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv1.weight,70.59645943892629
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv2.weight,63.915875571114675
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv3.weight,257.0759107801649
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv1.weight,71.33080346243722
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv2.weight,100.29648399353027
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv3.weight,196.72420196533204
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv1.weight,78.96552004132953
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv2.weight,58.032478679310195
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv3.weight,179.33156299591064
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv1.weight,74.15922456038625
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv2.weight,53.18200651804606
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv3.weight,203.32863193088107
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,223.47376896784857
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,229.54806900024414
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv3.weight,826.8926493326823
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,195.79406070709229
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,69.37527286305146
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,164.05548350016275
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv3.weight,475.91805158342635
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv1.weight,113.8472637600369
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv2.weight,151.72178758893693
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv3.weight,257.8178492954799
resnet50_no_weights,IMAGENET100,PTQ,fc.weight,44.408787360558144
resnet50_no_weights,IMAGENET100,QAT,conv1.weight,3150.3470255533853
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,77.98403508735426
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,83.88329957660876
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv3.weight,53.48601320054796
resnet50_no_weights,IMAGENET100,QAT,layer1.0.downsample.0.weight,48.01601058558414
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,4.245621648701754
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,0.7548745346435329
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv3.weight,3.7441341061341133
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv1.weight,17.972320942651656
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv2.weight,3.6574980399825354
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv3.weight,9.847966410495617
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,12.681038757850384
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,51.050190162658694
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv3.weight,37.09877955118815
resnet50_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,70.11304817199706
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,14.292169570922852
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,13.647308985392252
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv3.weight,16.32204433587881
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv1.weight,6.24737370375431
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv2.weight,11.343767302376884
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv3.weight,19.14668892525338
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv1.weight,8.687137961387634
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv2.weight,11.508595590238217
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv3.weight,18.745049088089555
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,53.49281737383674
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,40.3636828104655
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv3.weight,91.43570127941314
resnet50_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,60.697477487417366
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,17.29871145884196
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,28.15953072379617
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv3.weight,58.88743475209112
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv1.weight,19.072686513264973
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv2.weight,23.815001487731934
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv3.weight,42.507782046000166
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv1.weight,14.431887993445763
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv2.weight,22.895232127262997
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv3.weight,49.347119140625
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv1.weight,20.70477294921875
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv2.weight,14.502774511064802
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv3.weight,45.74984718322754
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv1.weight,16.175458908081055
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv2.weight,13.985266334132143
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv3.weight,48.36703300476074
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,58.861789975847515
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,61.19519488016764
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv3.weight,246.94760437011718
resnet50_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,52.49490670596852
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,21.070581648084854
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,50.818651835123696
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv3.weight,153.5872470310756
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv1.weight,37.56758499145508
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv2.weight,56.92689927419027
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv3.weight,102.75632585797992
resnet50_no_weights,IMAGENET100,QAT,fc.weight,23.225623984085885
cnn,CIFAR10,FP32,conv1.weight,34.37945590875088
cnn,CIFAR10,FP32,conv2.weight,131.57695770263672
cnn,CIFAR10,FP32,conv3.weight,166.06459723578558
cnn,CIFAR10,FP32,conv4.weight,53.03066896137438
cnn,CIFAR10,FP32,fc1.weight,12.582400639851889
cnn,CIFAR10,FP32,fc2.weight,4.3523083329200745
cnn,CIFAR10,PTQ,conv1.weight,371.57299041748047
cnn,CIFAR10,PTQ,conv2.weight,748.4806232063138
cnn,CIFAR10,PTQ,conv3.weight,284.3366498674665
cnn,CIFAR10,PTQ,conv4.weight,23.583732431585137
cnn,CIFAR10,PTQ,fc1.weight,12.798542223478618
cnn,CIFAR10,PTQ,fc2.weight,4.679566215066349
cnn,CIFAR10,QAT,conv1.weight,142.51076180594308
cnn,CIFAR10,QAT,conv2.weight,440.90890884399414
cnn,CIFAR10,QAT,conv3.weight,160.63782418740763
cnn,CIFAR10,QAT,conv4.weight,14.614446640014648
cnn,CIFAR10,QAT,fc1.weight,9.096202850341797
cnn,CIFAR10,QAT,fc2.weight,3.2818270641214706
resnet18_no_weights,CIFAR10,FP32,conv1.weight,17.38005485534668
resnet18_no_weights,CIFAR10,FP32,layer1.0.conv1.weight,38.200221379597984
resnet18_no_weights,CIFAR10,FP32,layer1.0.conv2.weight,44.91170717875163
resnet18_no_weights,CIFAR10,FP32,layer1.1.conv1.weight,26.977609108234272
resnet18_no_weights,CIFAR10,FP32,layer1.1.conv2.weight,20.808408012390135
resnet18_no_weights,CIFAR10,FP32,layer2.0.conv1.weight,44.84591929117838
resnet18_no_weights,CIFAR10,FP32,layer2.0.conv2.weight,52.382393588190496
resnet18_no_weights,CIFAR10,FP32,layer2.0.downsample.0.weight,33.94098594861153
resnet18_no_weights,CIFAR10,FP32,layer2.1.conv1.weight,44.5661571820577
resnet18_no_weights,CIFAR10,FP32,layer2.1.conv2.weight,32.70401432639674
resnet18_no_weights,CIFAR10,FP32,layer3.0.conv1.weight,47.981693267822266
resnet18_no_weights,CIFAR10,FP32,layer3.0.conv2.weight,49.610070435897164
resnet18_no_weights,CIFAR10,FP32,layer3.0.downsample.0.weight,18.31227627922507
resnet18_no_weights,CIFAR10,FP32,layer3.1.conv1.weight,37.115815885139234
resnet18_no_weights,CIFAR10,FP32,layer3.1.conv2.weight,27.159233172734577
resnet18_no_weights,CIFAR10,FP32,layer4.0.conv1.weight,27.042779159545898
resnet18_no_weights,CIFAR10,FP32,layer4.0.conv2.weight,36.09355278015137
resnet18_no_weights,CIFAR10,FP32,layer4.0.downsample.0.weight,23.556883763044308
resnet18_no_weights,CIFAR10,FP32,layer4.1.conv1.weight,50.45866374969482
resnet18_no_weights,CIFAR10,FP32,layer4.1.conv2.weight,19.352093772888182
resnet18_no_weights,CIFAR10,FP32,fc.weight,4.588939504623413
resnet18_no_weights,CIFAR10,PTQ,conv1.weight,134.83283273104965
resnet18_no_weights,CIFAR10,PTQ,layer1.0.conv1.weight,116.07947444915771
resnet18_no_weights,CIFAR10,PTQ,layer1.0.conv2.weight,55.976297106061665
resnet18_no_weights,CIFAR10,PTQ,layer1.1.conv1.weight,121.13072294347427
resnet18_no_weights,CIFAR10,PTQ,layer1.1.conv2.weight,25.686802864074707
resnet18_no_weights,CIFAR10,PTQ,layer2.0.conv1.weight,124.97122756958008
resnet18_no_weights,CIFAR10,PTQ,layer2.0.conv2.weight,39.181122875213624
resnet18_no_weights,CIFAR10,PTQ,layer2.0.downsample.0.weight,15.892628275829813
resnet18_no_weights,CIFAR10,PTQ,layer2.1.conv1.weight,108.70164031982422
resnet18_no_weights,CIFAR10,PTQ,layer2.1.conv2.weight,20.271342489454483
resnet18_no_weights,CIFAR10,PTQ,layer3.0.conv1.weight,117.31570543561664
resnet18_no_weights,CIFAR10,PTQ,layer3.0.conv2.weight,37.279786976900965
resnet18_no_weights,CIFAR10,PTQ,layer3.0.downsample.0.weight,9.128223742757525
resnet18_no_weights,CIFAR10,PTQ,layer3.1.conv1.weight,76.76591267305263
resnet18_no_weights,CIFAR10,PTQ,layer3.1.conv2.weight,19.788960668775772
resnet18_no_weights,CIFAR10,PTQ,layer4.0.conv1.weight,46.24733068884873
resnet18_no_weights,CIFAR10,PTQ,layer4.0.conv2.weight,63.34264573596773
resnet18_no_weights,CIFAR10,PTQ,layer4.0.downsample.0.weight,20.154158183506556
resnet18_no_weights,CIFAR10,PTQ,layer4.1.conv1.weight,75.9411244392395
resnet18_no_weights,CIFAR10,PTQ,layer4.1.conv2.weight,6.898343148984407
resnet18_no_weights,CIFAR10,PTQ,fc.weight,4.530904796388414
resnet18_no_weights,CIFAR10,QAT,conv1.weight,77.24427780151368
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv1.weight,72.49680751302968
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv2.weight,42.23440742492676
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv1.weight,76.57580162928654
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv2.weight,19.90560349551114
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv1.weight,100.45269031524658
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv2.weight,30.15248055891557
resnet18_no_weights,CIFAR10,QAT,layer2.0.downsample.0.weight,12.213753639123379
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv1.weight,91.6963918685913
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv2.weight,14.263709783554077
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv1.weight,105.94224011456525
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv2.weight,31.892928532191686
resnet18_no_weights,CIFAR10,QAT,layer3.0.downsample.0.weight,7.444799772898356
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv1.weight,54.53708186902498
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv2.weight,12.859352692313816
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv1.weight,34.238296826680504
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv2.weight,40.94875285936438
resnet18_no_weights,CIFAR10,QAT,layer4.0.downsample.0.weight,12.373924081975764
resnet18_no_weights,CIFAR10,QAT,layer4.1.conv1.weight,53.225073864585475
resnet18_no_weights,CIFAR10,QAT,layer4.1.conv2.weight,4.540649354457855
resnet18_no_weights,CIFAR10,QAT,fc.weight,4.074133462376064
resnet50_no_weights,CIFAR10,FP32,conv1.weight,13.48847142287663
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv1.weight,5.228141278931589
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv2.weight,28.088124110148502
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv3.weight,17.385701537132263
resnet50_no_weights,CIFAR10,FP32,layer1.0.downsample.0.weight,23.159525632858276
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv1.weight,7.169849422844973
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv2.weight,40.25348028014688
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv3.weight,20.192184098561604
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv1.weight,20.186387181282043
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv2.weight,7.777004093834848
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv3.weight,12.902835058129352
