model,dataset,stage,layer,eigenvalue
resnet18_no_weights,IMAGENET100,QAT,conv1.weight,200.1289840698242
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,33.39920539855957
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,3.8461926937103272
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,22.364302825927734
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,2.0119083881378175
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,146.35982360839844
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,2.757211458683014
resnet18_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,7.809802913665772
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,6.459423923492432
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,1.9806404948234557
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,13.097389316558838
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,3.092219519615173
resnet18_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,1.2337086766958236
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,1.6112344801425933
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,1.6474382877349854
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,1.7475877761840821
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,0.301732487231493
resnet18_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,0.21251582652330397
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,0.7889031678438186
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,0.004120594664709642
resnet18_no_weights,IMAGENET100,QAT,fc.weight,0.61763237118721
resnet50_no_weights,IMAGENET100,FP32,conv1.weight,112.59550170898437
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,43.91149063110352
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,17.02011013031006
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv3.weight,19.97766246795654
resnet50_no_weights,IMAGENET100,FP32,layer1.0.downsample.0.weight,17.549608993530274
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,0.389894625544548
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,20.913341331481934
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv3.weight,8.458175468444825
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv1.weight,1.9461594820022583
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv2.weight,18.828869247436522
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv3.weight,16.407618904113768
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,6.018270015716553
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,23.571590423583984
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv3.weight,5.579024457931519
resnet50_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,6.987393188476562
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,1.2438168048858642
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,12.456784725189209
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv3.weight,2.266666030883789
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv1.weight,2.7457741498947144
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv2.weight,11.513283824920654
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv3.weight,2.730893039703369
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv1.weight,4.139510202407837
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv2.weight,5.631570720672608
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv3.weight,1.9596346616744995
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,25.407370376586915
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,4.762138748168946
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv3.weight,3.1380719900131226
resnet50_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,10.601808452606202
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,0.872247862815857
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,10.644543361663818
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv3.weight,3.4006187915802
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv1.weight,1.1263708114624023
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv2.weight,5.302961444854736
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv3.weight,2.901611065864563
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv1.weight,1.205532705783844
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv2.weight,3.743873119354248
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv3.weight,2.2697129249572754
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv1.weight,1.8121116161346436
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv2.weight,1.7616177320480346
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv3.weight,1.4696649074554444
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv1.weight,1.8286942481994628
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv2.weight,2.9244855403900147
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv3.weight,2.2750685453414916
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,9.423059558868408
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,2.633370208740234
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv3.weight,6.942825138568878
resnet50_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,5.659909725189209
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,1.6300850987434388
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,4.079484605789185
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv3.weight,1.9122148036956788
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv1.weight,4.663755297660828
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv2.weight,4.177561831474304
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv3.weight,1.1758140981197358
resnet50_no_weights,IMAGENET100,FP32,fc.weight,0.987624927610159
resnet50_no_weights,IMAGENET100,PTQ,conv1.weight,1772.3019287109375
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,45.03248329162598
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,52.1468391418457
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv3.weight,37.522979736328125
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.downsample.0.weight,68.50484771728516
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,110.01453704833985
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,30.10011215209961
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv3.weight,117.86921539306641
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv1.weight,81.50755920410157
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv2.weight,31.22254524230957
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv3.weight,23.446849060058593
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,16.486578369140624
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,43.32758331298828
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv3.weight,30.089028930664064
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,26.631279373168944
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,14.010141754150391
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,14.24315128326416
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv3.weight,7.094617462158203
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv1.weight,2.749066781997681
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv2.weight,3.732263278961182
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv3.weight,7.418467044830322
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv1.weight,4.581796503067016
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv2.weight,2.5048805236816407
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv3.weight,4.780009078979492
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,45.09281539916992
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,11.924588775634765
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv3.weight,12.793359565734864
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,16.145245361328126
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,4.367636728286743
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,11.170455932617188
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv3.weight,6.768317127227784
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv1.weight,18.073958015441896
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv2.weight,11.820790100097657
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv3.weight,40.474273681640625
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv1.weight,6.34306001663208
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv2.weight,3.671886110305786
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv3.weight,8.948640727996827
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv1.weight,3.4441980361938476
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv2.weight,1.7032936096191407
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv3.weight,6.784965896606446
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv1.weight,11.670613861083984
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv2.weight,4.510489273071289
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv3.weight,6.5201647758483885
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,13.952676582336426
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,3.636649656295776
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv3.weight,22.122853088378907
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,3.4424551725387573
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,2.7604747772216798
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,5.318070888519287
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv3.weight,12.604028034210206
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv1.weight,2.1495192646980286
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv2.weight,3.155032014846802
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv3.weight,5.801314163208008
resnet50_no_weights,IMAGENET100,PTQ,fc.weight,1.1333867251873015
resnet50_no_weights,IMAGENET100,QAT,conv1.weight,497.1592529296875
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,16.805882263183594
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,11.403558921813964
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv3.weight,6.0823276996612545
resnet50_no_weights,IMAGENET100,QAT,layer1.0.downsample.0.weight,3.746746778488159
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,0.7261373162269592
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,0.46706256866455076
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv3.weight,1.6013137221336364
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv1.weight,5.696601390838623
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv2.weight,5.0877758979797365
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv3.weight,6.304004907608032
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,2.2954863548278808
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,7.0112310409545895
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv3.weight,2.0182565212249757
resnet50_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,4.4055805683135985
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,1.3534787058830262
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,2.932935953140259
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv3.weight,1.3791688323020934
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv1.weight,0.9466829180717469
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv2.weight,1.251310396194458
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv3.weight,1.3904136538505554
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv1.weight,0.5655120790004731
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv2.weight,0.940287458896637
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv3.weight,0.9927899956703186
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,5.018929576873779
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,1.231765592098236
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv3.weight,1.4623716533184052
resnet50_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,2.3448997855186464
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,0.5937810465693474
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,5.681355142593384
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv3.weight,3.7189049243927004
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv1.weight,1.0390047430992126
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv2.weight,2.229371190071106
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv3.weight,2.1566674947738647
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv1.weight,0.6615918576717377
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv2.weight,1.008089792728424
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv3.weight,1.3669834375381469
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv1.weight,0.7382713973522186
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv2.weight,0.4461004376411438
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv3.weight,0.5750299990177155
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv1.weight,0.4136008948087692
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv2.weight,0.3765570282936096
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv3.weight,1.222547858953476
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,0.9177010118961334
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,0.4347731530666351
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv3.weight,1.1320438265800477
resnet50_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,0.89465312063694
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,0.3157870382070541
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,0.7395992875099182
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv3.weight,0.8660615086555481
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv1.weight,0.5451544523239136
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv2.weight,0.9038136556744576
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv3.weight,1.3104885935783386
resnet50_no_weights,IMAGENET100,QAT,fc.weight,0.6015447974205017
cnn,CIFAR10,FP32,conv1.weight,9.596718692779541
cnn,CIFAR10,FP32,conv2.weight,18.31414031982422
cnn,CIFAR10,FP32,conv3.weight,14.34957504272461
cnn,CIFAR10,FP32,conv4.weight,3.2000062465667725
cnn,CIFAR10,FP32,fc1.weight,0.4002858102321625
cnn,CIFAR10,FP32,fc2.weight,0.7402775049209595
cnn,CIFAR10,PTQ,conv1.weight,83.86427688598633
cnn,CIFAR10,PTQ,conv2.weight,154.38540344238282
cnn,CIFAR10,PTQ,conv3.weight,36.78628082275391
cnn,CIFAR10,PTQ,conv4.weight,2.2144102573394777
cnn,CIFAR10,PTQ,fc1.weight,0.9970945715904236
cnn,CIFAR10,PTQ,fc2.weight,0.7538365721702576
cnn,CIFAR10,QAT,conv1.weight,33.1256908416748
cnn,CIFAR10,QAT,conv2.weight,64.11879692077636
cnn,CIFAR10,QAT,conv3.weight,13.430316734313966
cnn,CIFAR10,QAT,conv4.weight,0.6334402918815613
cnn,CIFAR10,QAT,fc1.weight,0.27741560637950896
cnn,CIFAR10,QAT,fc2.weight,0.7609630703926087
resnet18_no_weights,CIFAR10,FP32,conv1.weight,2.521176266670227
resnet18_no_weights,CIFAR10,FP32,layer1.0.conv1.weight,8.902926445007324
resnet18_no_weights,CIFAR10,FP32,layer1.0.conv2.weight,9.553714179992676
resnet18_no_weights,CIFAR10,FP32,layer1.1.conv1.weight,6.397337818145752
resnet18_no_weights,CIFAR10,FP32,layer1.1.conv2.weight,4.6125514030456545
resnet18_no_weights,CIFAR10,FP32,layer2.0.conv1.weight,10.046695327758789
resnet18_no_weights,CIFAR10,FP32,layer2.0.conv2.weight,7.892177581787109
resnet18_no_weights,CIFAR10,FP32,layer2.0.downsample.0.weight,6.670991706848144
resnet18_no_weights,CIFAR10,FP32,layer2.1.conv1.weight,6.810599613189697
resnet18_no_weights,CIFAR10,FP32,layer2.1.conv2.weight,4.8006141662597654
resnet18_no_weights,CIFAR10,FP32,layer3.0.conv1.weight,6.40502700805664
resnet18_no_weights,CIFAR10,FP32,layer3.0.conv2.weight,4.503456687927246
resnet18_no_weights,CIFAR10,FP32,layer3.0.downsample.0.weight,1.6979223251342774
resnet18_no_weights,CIFAR10,FP32,layer3.1.conv1.weight,1.9091909646987915
resnet18_no_weights,CIFAR10,FP32,layer3.1.conv2.weight,2.4248368978500365
resnet18_no_weights,CIFAR10,FP32,layer4.0.conv1.weight,2.4745219945907593
resnet18_no_weights,CIFAR10,FP32,layer4.0.conv2.weight,3.044156074523926
resnet18_no_weights,CIFAR10,FP32,layer4.0.downsample.0.weight,2.2193344593048097
resnet18_no_weights,CIFAR10,FP32,layer4.1.conv1.weight,5.267673635482788
resnet18_no_weights,CIFAR10,FP32,layer4.1.conv2.weight,2.7587957859039305
resnet18_no_weights,CIFAR10,FP32,fc.weight,1.0350172519683838
resnet18_no_weights,CIFAR10,PTQ,conv1.weight,20.674739265441893
resnet18_no_weights,CIFAR10,PTQ,layer1.0.conv1.weight,22.412893867492677
resnet18_no_weights,CIFAR10,PTQ,layer1.0.conv2.weight,9.880991458892822
resnet18_no_weights,CIFAR10,PTQ,layer1.1.conv1.weight,33.88451805114746
resnet18_no_weights,CIFAR10,PTQ,layer1.1.conv2.weight,3.705646848678589
resnet18_no_weights,CIFAR10,PTQ,layer2.0.conv1.weight,23.543237113952635
resnet18_no_weights,CIFAR10,PTQ,layer2.0.conv2.weight,5.18046932220459
resnet18_no_weights,CIFAR10,PTQ,layer2.0.downsample.0.weight,2.5993059873580933
resnet18_no_weights,CIFAR10,PTQ,layer2.1.conv1.weight,11.268906307220458
resnet18_no_weights,CIFAR10,PTQ,layer2.1.conv2.weight,2.1750683307647707
resnet18_no_weights,CIFAR10,PTQ,layer3.0.conv1.weight,16.677752876281737
resnet18_no_weights,CIFAR10,PTQ,layer3.0.conv2.weight,3.6606120586395265
resnet18_no_weights,CIFAR10,PTQ,layer3.0.downsample.0.weight,1.0479901075363158
resnet18_no_weights,CIFAR10,PTQ,layer3.1.conv1.weight,5.493143367767334
resnet18_no_weights,CIFAR10,PTQ,layer3.1.conv2.weight,1.6607845067977904
resnet18_no_weights,CIFAR10,PTQ,layer4.0.conv1.weight,3.6994602203369142
resnet18_no_weights,CIFAR10,PTQ,layer4.0.conv2.weight,6.411233615875244
resnet18_no_weights,CIFAR10,PTQ,layer4.0.downsample.0.weight,1.9283082962036133
resnet18_no_weights,CIFAR10,PTQ,layer4.1.conv1.weight,7.710170555114746
resnet18_no_weights,CIFAR10,PTQ,layer4.1.conv2.weight,0.9539752125740051
resnet18_no_weights,CIFAR10,PTQ,fc.weight,1.2393296718597413
resnet18_no_weights,CIFAR10,QAT,conv1.weight,13.072744560241699
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv1.weight,11.39972972869873
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv2.weight,7.1582423686981205
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv1.weight,21.277345848083495
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv2.weight,3.0107932567596434
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv1.weight,17.382579803466797
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv2.weight,4.203556251525879
resnet18_no_weights,CIFAR10,QAT,layer2.0.downsample.0.weight,1.7431489944458007
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv1.weight,7.973893833160401
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv2.weight,2.2017440795898438
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv1.weight,12.978245544433594
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv2.weight,3.298964023590088
resnet18_no_weights,CIFAR10,QAT,layer3.0.downsample.0.weight,0.5823103785514832
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv1.weight,6.118765020370484
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv2.weight,1.4993160247802735
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv1.weight,4.067751502990722
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv2.weight,3.979311943054199
resnet18_no_weights,CIFAR10,QAT,layer4.0.downsample.0.weight,1.4489731192588806
resnet18_no_weights,CIFAR10,QAT,layer4.1.conv1.weight,5.347028493881226
resnet18_no_weights,CIFAR10,QAT,layer4.1.conv2.weight,0.789884603023529
resnet18_no_weights,CIFAR10,QAT,fc.weight,1.1151699542999267
resnet50_no_weights,CIFAR10,FP32,conv1.weight,1.9045221567153932
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv1.weight,1.2185816049575806
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv2.weight,8.1182279586792
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv3.weight,5.72972412109375
resnet50_no_weights,CIFAR10,FP32,layer1.0.downsample.0.weight,3.701742696762085
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv1.weight,4.12902193069458
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv2.weight,17.829613876342773
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv3.weight,7.977986812591553
