model,dataset,variant,layer,tr_A,tr_G,A_per_infan,G_per_outfan,predicted_per_param,measured_per_param,seed,n_seeds,metric_std
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,4.484763940175374,6.999477382881499e-08,0.07007443656524022,1.0936683410752341e-09,7.6638192790088e-11,0.0010098303903977345,aggregate,3,0.19592521735958354
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,9.92973804473877,9.555105862091295e-08,0.017239128549893696,1.658872545501961e-10,2.8597517059797686e-12,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,9.184608459472656,8.810155804894748e-08,0.015945500797695585,1.5295409383497827e-10,2.4389296252564512e-12,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,9.802767753601074,7.109883171096953e-08,0.017018694016668532,1.2343547172043323e-10,2.1007105240131947e-12,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,9.6390380859375,8.491714946027666e-08,0.01673444112141927,1.474256067018692e-10,2.467085135141944e-12,0.00010645223975560249,aggregate,3,0.39863526909272695
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,1.2002215385437012,6.327187520582811e-07,0.01875346153974533,2.4715576252276605e-09,4.6350260867971236e-11,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,1.1114287376403809,5.947251793259056e-07,0.01736607402563095,2.323145231741819e-09,4.0343912066719997e-11,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,1.1758054494857788,4.842152065975824e-07,0.018371960148215294,1.8914656507718064e-09,3.4749931557697734e-11,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,1.1624852418899536,5.705530459939231e-07,0.018163831904530525,2.228722835913762e-09,4.0482146953326144e-11,0.00017510725879525885,aggregate,3,0.045870593203719084
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,4.6785454750061035,1.1394226930860896e-06,0.07310227304697037,4.450869894867537e-09,3.25368706351147e-10,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,4.2867631912231445,1.0773794656415703e-06,0.06698067486286163,4.208513537662384e-09,2.818890769221157e-10,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,4.488983154296875,8.995064604278014e-07,0.07014036178588867,3.513697111046099e-09,2.4645198657480523e-10,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,4.484763940175374,1.038769539718487e-06,0.07007443656524022,4.05769351452534e-09,2.843405867847926e-10,0.0010547207709107663,aggregate,3,0.19592521735958354
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,10.029526710510254,6.324967216642108e-08,0.03917783871293068,9.882761276003293e-10,3.87185227309654e-11,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,9.772751808166504,5.536100999847804e-08,0.038174811750650406,8.650157812262194e-10,3.302181460965272e-11,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,9.887951850891113,4.2999289462386514e-08,0.03862481191754341,6.718638978497893e-10,2.595061668863571e-11,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,9.896743456522623,5.3869990542428546e-08,0.038659154127041497,8.41718602225446e-10,3.254012917503145e-11,0.0001573865369740974,aggregate,3,0.1286130120384232
