model,dataset,stage,layer,hessian_trace_fused,delta_w_sq,delta_w_sq_per_param,trh_times_dwsq,fp32_acc,isolated_acc,weight_damage_pts,abs_weight_damage_pts
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv3,3.5591057585614307,1.8481624126434326,0.00011280288163106889,6.577805485596028,80.56,80.57,-0.009999999999990905,0.009999999999990905
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv1,40.13896394762219,0.38861334323883057,1.1859538062708452e-05,15.598536973828347,80.56,80.78,-0.21999999999999886,0.21999999999999886
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv2,43.14976955589306,1.154247522354126,7.82774198645105e-06,49.80551460004106,80.56,80.89,-0.3299999999999983,0.3299999999999983
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv3,21.603239378191176,3.641273021697998,5.556141695706174e-05,78.66329272909137,80.56,80.9,-0.3400000000000034,0.3400000000000034
resnet50_no_weights,CIFAR10,QAT,layer2.0.downsample.0,35.484562531495705,2.161837577819824,1.6493511793669313e-05,76.71186071308476,80.56,81.01,-0.45000000000000284,0.45000000000000284
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv1,6.302450590934494,0.6482105255126953,9.890907676890492e-06,4.085314809567445,80.56,80.37,0.18999999999999773,0.18999999999999773
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv2,5.270476669361237,1.1362980604171753,7.706014407126026e-06,5.988832416869148,80.56,80.49,0.07000000000000739,0.07000000000000739
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv3,6.031859993613684,2.8628458976745605,4.368356167105958e-05,17.268285638064235,80.56,80.52,0.04000000000000625,0.04000000000000625
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv1,7.5104627630738685,0.6129791140556335,9.353319001093041e-06,4.603756810656845,80.56,80.48,0.0799999999999983,0.0799999999999983
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv2,5.294057981113677,1.1950883865356445,8.104711822751495e-06,6.326867210875296,80.56,80.42,0.14000000000000057,0.14000000000000057
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv3,6.062621459518122,1.0184910297393799,1.5540939784841612e-05,6.174725573224674,80.56,80.45,0.10999999999999943,0.10999999999999943
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv1,9.90590877030007,0.6349867582321167,9.689129001344554e-06,6.290120897395934,80.56,80.52,0.04000000000000625,0.04000000000000625
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv2,12.178238984400762,1.406627893447876,9.539305918022163e-06,17.130250648532446,80.56,80.6,-0.03999999999999204,0.03999999999999204
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv3,6.2413590931540055,0.7985683679580688,1.2185186278657056e-05,4.984151944860247,80.56,80.44,0.12000000000000455,0.12000000000000455
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv1,68.51742414224027,1.1553090810775757,8.814308785076719e-06,79.15880232357411,80.56,80.66,-0.09999999999999432,0.09999999999999432
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv2,55.47618905476161,3.394153594970703,5.754519305709336e-06,188.2947065154935,80.56,80.83,-0.269999999999996,0.269999999999996
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv3,24.87602084103284,2.4795455932617188,9.458715794607997e-06,61.68122785426965,80.56,80.7,-0.14000000000000057,0.14000000000000057
resnet50_no_weights,CIFAR10,QAT,layer3.0.downsample.0,33.927575413886565,3.7964367866516113,7.241128514579032e-06,128.80389538317573,80.56,80.71,-0.14999999999999147,0.14999999999999147
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv1,12.989000256147094,1.502410650253296,5.731241799367126e-06,19.514812320978184,80.56,80.55,0.010000000000005116,0.010000000000005116
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv2,17.04430799426683,3.4501187801361084,5.8494038562963e-06,58.804887105443996,80.56,80.67,-0.10999999999999943,0.10999999999999943
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv3,11.219587057197431,1.7463637590408325,6.66184905639966e-06,19.593480228093178,80.56,80.53,0.030000000000001137,0.030000000000001137
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv1,20.17799624472941,1.5020999908447266,5.730056727770716e-06,30.309367974472973,80.56,80.5,0.060000000000002274,0.060000000000002274
