epoch,total_s,train_s,val_s
1,9.984,8.823,1.161
2,9.476,8.436,1.04
3,9.443,8.384,1.059
4,9.475,8.437,1.038
5,9.572,8.539,1.033
6,9.686,8.64,1.045
7,9.658,8.608,1.049
8,9.487,8.437,1.05
9,9.542,8.481,1.061
10,9.55,8.507,1.043
11,9.415,8.354,1.062
12,9.607,8.554,1.053
13,9.601,8.56,1.042
14,9.513,8.429,1.084
15,9.607,8.561,1.046
16,9.693,8.633,1.06
17,9.601,8.53,1.07
18,9.587,8.543,1.043
19,9.423,8.379,1.043
20,9.634,8.594,1.041
