model,dataset,stage,config,batch,fp32_latency_ms,int8_latency_ms,fp32_throughput_ips,int8_throughput_ips,speedup_x
resnet50_no_weights,CIFAR10,QAT,int8_dynamic_act,512,50.87351845577359,52.94463550671935,10064.17514536767,9670.479267630819,0.9608814560507664
resnet50_no_weights,CIFAR10,QAT,int8_weight_only,1024,99.02388276532292,94.24081537872553,10340.939694586421,10865.780350953582,1.050753671510329
resnet50_no_weights,CIFAR10,QAT,int8_dynamic_act,1024,99.02388276532292,100.56399647146463,10340.939694586421,10182.57066076887,0.984685237657806
resnet50_no_weights,CIFAR10,QAT,int8_weight_only,2048,195.3062959946692,185.63747825101018,10486.0930855803,11032.255012809384,1.0520844057716907
resnet50_no_weights,CIFAR10,QAT,int8_dynamic_act,2048,195.3062959946692,201.84883195906878,10486.0930855803,10146.206842630116,0.9675869515770779
cnn,IMAGENET100,PTQ,int8_weight_only,1,0.7799342274665833,0.7849745452404022,1282.1593985537013,1273.9266592316637,0.9935790048169328
cnn,IMAGENET100,PTQ,int8_dynamic_act,1,0.7799342274665833,3.735469188541174,1282.1593985537013,267.703988314928,0.2087915033161266
cnn,IMAGENET100,PTQ,int8_weight_only,2,0.7968884892761707,0.8060736581683159,2509.7614370319725,2481.16283137785,0.9886050501724407
cnn,IMAGENET100,PTQ,int8_dynamic_act,2,0.7968884892761707,4.137250129133463,2509.7614370319725,483.41287995050357,0.19261307980019982
cnn,IMAGENET100,PTQ,int8_weight_only,4,0.7939543575048447,0.7989136502146721,5038.072985166017,5006.7989186630875,0.9937924546557756
cnn,IMAGENET100,PTQ,int8_dynamic_act,4,0.7939543575048447,5.008767358958721,5038.072985166017,798.5996779917455,0.158512923560878
cnn,IMAGENET100,PTQ,int8_weight_only,8,0.9039314463734627,0.8076485246419907,8850.22866733499,9905.298847102073,1.119213889202796
cnn,IMAGENET100,PTQ,int8_dynamic_act,8,0.9039314463734627,5.881550256162882,8850.22866733499,1360.185606102292,0.1536893177825512
cnn,IMAGENET100,PTQ,int8_weight_only,16,1.6431412659585476,1.3504326343536377,9737.44639701821,11848.054906980336,1.2167517461876283
cnn,IMAGENET100,PTQ,int8_dynamic_act,16,1.6431412659585476,5.903874523937702,9737.44639701821,2710.084696943812,0.27831574998694636
cnn,IMAGENET100,PTQ,int8_weight_only,32,3.0908724293112755,2.548142336308956,10353.063975251289,12558.16817766654,1.2129904932188664
cnn,IMAGENET100,PTQ,int8_dynamic_act,32,3.0908724293112755,6.6758738830685616,10353.063975251289,4793.379947029679,0.46299143504648677
cnn,IMAGENET100,PTQ,int8_weight_only,64,5.878475494682789,4.838871769607067,10887.176455509496,13226.22360071282,1.214844239437273
cnn,IMAGENET100,PTQ,int8_dynamic_act,64,5.878475494682789,9.104819037020206,10887.176455509496,7029.244594513731,0.6456444077340692
cnn,IMAGENET100,PTQ,int8_weight_only,128,11.44794188439846,9.33135999366641,11181.04907349692,13717.18592861909,1.2268245885024973
cnn,IMAGENET100,PTQ,int8_dynamic_act,128,11.44794188439846,14.32483782991767,11181.04907349692,8935.52873126911,0.7991672939214179
cnn,IMAGENET100,PTQ,int8_weight_only,256,23.29151937738061,19.08138021826744,10991.124960641793,13416.22026665136,1.2206412277809242
cnn,IMAGENET100,PTQ,int8_dynamic_act,256,23.29151937738061,25.586088187992573,10991.124960641793,10005.437256334462,0.9103196708401563
cnn,IMAGENET100,PTQ,int8_weight_only,512,46.26403981819749,37.8547920845449,11066.91075859333,13525.368171524999,1.2221448664906513
cnn,IMAGENET100,PTQ,int8_dynamic_act,512,46.26403981819749,46.59666866064072,11066.91075859333,10987.909966887317,0.9928615316930545
cnn,IMAGENET100,PTQ,int8_weight_only,1024,92.24120574072003,75.47684805467725,11101.329300468517,13567.07422729404,1.2221125831049315
cnn,IMAGENET100,PTQ,int8_dynamic_act,1024,92.24120574072003,89.02410697191954,11101.329300468517,11502.502353918535,1.0361373888290197
cnn,IMAGENET100,PTQ,int8_weight_only,2048,183.5560859180987,150.08845459669828,11157.352750013431,13645.286744427927,1.2229860478697783
cnn,IMAGENET100,PTQ,int8_dynamic_act,2048,183.5560859180987,174.1537731140852,11157.352750013431,11759.72224649069,1.0539885678954208
cnn,IMAGENET100,QAT,int8_weight_only,1,0.7711993530392647,0.7792692631483078,1296.6815857132679,1283.2534879663071,0.9896442597049958
cnn,IMAGENET100,QAT,int8_dynamic_act,1,0.7711993530392647,3.7322710268199444,1296.6815857132679,267.9333823331804,0.20663005111297067
cnn,IMAGENET100,QAT,int8_weight_only,2,0.7886230014264584,0.7927031256258488,2536.0660244279047,2523.012632782261,0.9948528975508087
cnn,IMAGENET100,QAT,int8_dynamic_act,2,0.7886230014264584,4.123013466596603,2536.0660244279047,485.08209255278683,0.1912734478836029
cnn,IMAGENET100,QAT,int8_weight_only,4,0.7802341133356094,0.7875482551753521,5126.666383374912,5079.053853162784,0.990712769926569
cnn,IMAGENET100,QAT,int8_dynamic_act,4,0.7802341133356094,4.9361856654286385,5126.666383374912,810.3422908126483,0.1580641746926383
cnn,IMAGENET100,QAT,int8_weight_only,8,0.9029260836541653,0.7984926924109459,8860.082951224305,10018.876911503134,1.130788161539583
cnn,IMAGENET100,QAT,int8_dynamic_act,8,0.9029260836541653,5.814363714307547,8860.082951224305,1375.9029178574096,0.1552923291386662
cnn,IMAGENET100,QAT,int8_weight_only,16,1.64113100618124,1.3479962944984436,9749.374022998029,11869.468829625535,1.2174595827000139
cnn,IMAGENET100,QAT,int8_dynamic_act,16,1.64113100618124,5.899391602724791,9749.374022998029,2712.1440781469696,0.27818648374236427
cnn,IMAGENET100,QAT,int8_weight_only,32,3.0894498340785503,2.547682262957096,10357.831238112407,12560.435995208281,1.2126511531672024
cnn,IMAGENET100,QAT,int8_dynamic_act,32,3.0894498340785503,6.657980848103762,10357.831238112407,4806.261947886771,0.46402203679490106
cnn,IMAGENET100,QAT,int8_weight_only,64,5.876397248357534,4.83741844072938,10891.026813731514,13230.197218653295,1.214779602045652
cnn,IMAGENET100,QAT,int8_dynamic_act,64,5.876397248357534,9.234636556357145,10891.026813731514,6930.429758596428,0.6363430994273628
cnn,IMAGENET100,QAT,int8_weight_only,128,11.449206154793501,9.331348817795515,11179.814414155653,13717.202357272865,1.226961544183097
cnn,IMAGENET100,QAT,int8_dynamic_act,128,11.449206154793501,14.271651394665241,11179.814414155653,8968.828936491998,0.8022341520388612
cnn,IMAGENET100,QAT,int8_weight_only,256,23.292542900890112,19.083851482719183,10990.641987406927,13414.48293243181,1.2205367937379927
cnn,IMAGENET100,QAT,int8_dynamic_act,256,23.292542900890112,25.233094580471516,10990.641987406927,10145.406429781482,0.9230949785650452
cnn,IMAGENET100,QAT,int8_weight_only,512,46.256167348474264,37.849478889256716,11068.79426786076,13527.266821771944,1.2221084333502865
cnn,IMAGENET100,QAT,int8_dynamic_act,512,46.256167348474264,46.71780904754996,11068.79426786076,10959.41805573288,0.9901185070856847
cnn,IMAGENET100,QAT,int8_weight_only,1024,92.23326062783599,75.46473806723952,11102.285585802621,13569.251364625556,1.2222034156622343
cnn,IMAGENET100,QAT,int8_dynamic_act,1024,92.23326062783599,89.46317015215755,11102.285585802621,11446.050908529141,1.0309634732478976
cnn,IMAGENET100,QAT,int8_weight_only,2048,183.55305027216673,150.09322296828032,11157.53727308421,13644.853241860297,1.222926969267344
cnn,IMAGENET100,QAT,int8_dynamic_act,2048,183.55305027216673,173.1858323328197,11157.53727308421,11825.447684798246,1.059861813173169
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,1,2.4921325966715813,1.979888416826725,401.2627583843534,505.07896884550416,1.258723762153151
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,1,2.4921325966715813,14.605020638555288,401.2627583843534,68.46960540131896,0.17063533550186755
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,2,2.505873329937458,1.9755489192903042,798.1249395594614,1012.3768540839169,1.2684440792474365
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,2,2.505873329937458,6.6006723791360855,798.1249395594614,302.99943477300195,0.37963910129189504
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,4,2.471663523465395,1.976843923330307,1618.3432583055649,2023.4273190679444,1.2503078742309033
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,4,2.471663523465395,7.015253882855177,1618.3432583055649,570.1860640818345,0.3523270240448431
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,8,2.5419816374778748,2.041067462414503,3147.150979397911,3919.5176775471755,1.2454177455118558
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,8,2.5419816374778748,7.42333522066474,3147.150979397911,1077.6827075961714,0.34243120671711325
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,16,2.556075807660818,2.02037300914526,6259.595256152567,7919.329711679809,1.2651504430571427
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,16,2.556075807660818,7.500778883695602,6259.595256152567,2133.1118071989968,0.34077471783856267
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,32,3.3458303660154343,3.2380525954067707,9564.142977789084,9882.483084244064,1.0332847498405517
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,32,3.3458303660154343,7.53633351996541,9564.142977789084,4246.096582008338,0.4439599650349326
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,64,6.330828182399273,6.147686392068863,10109.261877921495,10410.42042784851,1.029790359925757
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,64,6.330828182399273,8.42262851074338,10109.261877921495,7598.578035154416,0.7516451870486824
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,128,12.10972759872675,11.82707492262125,10570.014804747407,10822.62527610937,1.0238987812248386
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,128,12.10972759872675,14.506068080663681,10570.014804747407,8823.893510511069,0.8348042716598574
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,256,23.49332394078374,23.040836676955223,10896.712642504848,11110.707635718965,1.0196384910050198
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,256,23.49332394078374,26.392902713268995,10896.712642504848,9699.577298532471,0.8901379357933412
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,512,46.083380468189716,45.210777316242456,11110.296050295652,11324.733401919602,1.0193007774638232
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,512,46.083380468189716,49.75768877193332,11110.296050295652,10289.867006218392,0.926155969169208
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,1024,91.11496666446328,89.3127047456801,11238.548808023448,11465.334108018145,1.020179233446296
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,1024,91.11496666446328,96.640195697546,11238.548808023448,10596.005032986523,0.9428268021064963
resnet18_no_weights,IMAGENET100,PTQ,int8_weight_only,2048,181.27750931307673,177.59602423757315,11297.595646368825,11531.789682748507,1.0207295466850024
resnet18_no_weights,IMAGENET100,PTQ,int8_dynamic_act,2048,181.27750931307673,189.65871958062053,11297.595646368825,10798.343490500218,0.95580899055906
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,1,2.476839814335108,1.9720946438610554,403.7402799374992,507.0750549994675,1.2559436850788457
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,1,2.476839814335108,14.455828815698624,403.7402799374992,69.17624805531926,0.1713384853897363
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,2,2.4746949784457684,1.9647851586341858,808.1804090684742,1017.9229984566322,1.2595244663625436
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,2,2.4746949784457684,6.562942173331976,808.1804090684742,304.7413716559701,0.3770709710808524
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,4,2.487889025360346,1.97195028886199,1607.7887555376954,2028.4487000472993,1.261638814838534
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,4,2.487889025360346,6.9467853754758835,1607.7887555376954,575.805899246741,0.35813529436842795
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,8,2.5284443981945515,2.025274094194174,3164.0007609866525,3950.0826198950026,1.248445534084897
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,8,2.5284443981945515,7.372886873781681,3164.0007609866525,1085.0566592101611,0.3429381789629533
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,16,2.533944323658943,2.013704739511013,6314.2665963932695,7945.554125221592,1.2583494858706346
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,16,2.533944323658943,7.422965951263905,6314.2665963932695,2155.4726378982905,0.3413654784752838
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,32,3.345037344843149,3.2387040555477142,9566.410386817519,9880.495238577243,1.0328320487058062
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,32,3.345037344843149,7.4565294198691845,9566.410386817519,4291.540768917318,0.44860512934204094
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,64,6.330673117190599,6.147055886685848,10109.509496898754,10411.488227823036,1.0298707599035264
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,64,6.330673117190599,8.413375355303288,10109.509496898754,7606.935064374399,0.7524534268163993
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,128,12.112025171518326,11.826476082205772,10568.009741343223,10823.173285962164,1.024144900588113
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,128,12.112025171518326,14.511522371321917,10568.009741343223,8820.5769680621,0.834648830191273
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,256,23.498295806348324,23.04290095344186,10894.407071462552,11109.712293484556,1.019762913264549
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,256,23.498295806348324,26.421947870403528,10894.407071462552,9688.9147331472,0.8893475954764817
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,512,46.09966138377786,45.208658557385206,11106.372251579469,11325.264149346465,1.0197086764974825
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,512,46.09966138377786,49.85420871526003,11106.372251579469,10269.94537059577,0.9246894609655507
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,1024,91.14512242376804,89.31457810103893,11234.830485377352,11465.093624935216,1.0204954707467606
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,1024,91.14512242376804,96.56625147908926,11234.830485377352,10604.118771471003,0.9438610386932631
resnet18_no_weights,IMAGENET100,QAT,int8_weight_only,2048,181.34448630735278,177.59724194183946,11293.423040879969,11531.710614462641,1.0210996765745974
resnet18_no_weights,IMAGENET100,QAT,int8_dynamic_act,2048,181.34448630735278,189.7055790759623,11293.423040879969,10795.67617344525,0.9559259521552523
resnet50_no_weights,IMAGENET100,PTQ,int8_weight_only,1,5.983860697597265,5.07524935528636,167.11618978722814,197.03465386550985,1.1790279213305055
